Timestamp,"Once it is available, do you intend to get the vaccine for COVID-19?",Have you received a positive test for COVID-19 since the start of the pandemic? ,"Do you know someone personally who has tested positive for COVID-19? (family member, close friend, etc.)",Have you received a flu shot in the past 12 months?,"Where do you typically go to get your vaccines? (This can include all vaccines such as flu, TDAP, Hepatitis A, HPV, etc.)","Do you have pre-existing conditions that would make COVID-19 infection more severe? (cancer, diabetes, high blood pressure, etc.)",Do you regularly wear a mask in public? ,What is your main source for updated information pertaining to COVID-19?,What do you see as a barrier or risk for you when deciding whether to get the COVID-19 vaccine? You can choose more than one or fill out the 'Other' option. ,I am at risk for contracting COVID-19.,COVID-19 can be a serious disease. ,The COVID-19 vaccine will prevent me from contracting COVID-19. ,There are many risks associated with getting the COVID-19 vaccine.,What is your age in years?,What is your race/ethnicity? You can choose more than one or fill out the 'Other' option.,What is the highest degree or level of school you have completed?,State of Residence ,Which gender identity do you most identify?,Which most closely aligns with your political beliefs?
10/3/20 15:32,Yes,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Don't know/Not sure,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine., If the approval process is rushed or politicized then I could change my mind.",Agree,Stongly Agree,Agree,Disagree,64,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 15:36,Yes,No,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Cost of the Vaccine,Agree,Stongly Agree,Neutral,Neutral,22,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/3/20 15:56,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,Newspaper,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Neutral,Disagree,74,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Conservative
10/3/20 15:58,Yes,No,Yes,Yes,Work ,No,Yes,Medical articles ,Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Agree,Neutral,62,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 16:05,No,No,Yes,No,Primary Care Doctor,No,No,Radio/Podcasts,Safety concerns with the vaccine/side effects,Stongly Disagree,Stongly Disagree,Strongly Disagree,Neutral,49,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Conservative
10/3/20 16:08,Don't Know/Not sure,No,Yes,Yes,Local Health Department,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Neutral,50,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Very Liberal
10/3/20 16:12,Don't Know/Not sure,No,Yes,No,Urgent Care,Yes,Yes,Internet search,Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Neutral,Agree,49,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Liberal
10/3/20 16:14,Yes,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Disagree,52,White or Caucasian,Graduate School,Missouri,Female,Somewhat Conservative
10/3/20 16:41,Don't Know/Not sure,No,No,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Stongly Agree,Neutral,Neutral,25,Black or African American,Graduate School,Missouri,Male,Mixed
10/3/20 16:47,No,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Do not trust a vaccine made by the Trump admin ",Agree,Stongly Agree,Neutral,Agree,23,White or Caucasian,Graduate School,Missouri,Gender Variant/Non-Conforming,Very Liberal
10/3/20 17:14,No,No,Yes,No,Primary Care Doctor,Yes,Yes,Local News Station,Safety concerns with the vaccine/side effects,Neutral,Agree,Disagree,Agree,40,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/3/20 17:17,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Work - I work in emergency preparedness and am involved in many meetings and briefings about COVID,Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Agree,Neutral,29,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/3/20 17:24,No,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Agree,Stongly Agree,Neutral,Agree,21,Black or African American,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 17:25,Don't Know/Not sure,No,No,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Agree,Agree,Agree,56,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Liberal
10/3/20 17:25,No,No,Yes,No,Primary Care Doctor,No,Yes,Health agencies websites,Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,49,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/3/20 17:28,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Agree,27,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 17:30,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,Yes,Yes,Newspaper,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Agree,Stongly Agree,Neutral,Neutral,36,"Asian, White or Caucasian",Graduate School,Missouri,Male,Somewhat Liberal
10/3/20 17:30,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Don't know/Not sure,Yes,Local News Station,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Agree,27,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/3/20 17:48,Yes,No,No,Yes,Through work ,No,Yes,Work,"Who is creating it. If it is Trump administration,  no way.",Disagree,Stongly Agree,Strongly Agree,Neutral,47,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/3/20 18:02,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, What administration the vaccine becomes available during",Stongly Agree,Stongly Agree,Agree,Neutral,25,White or Caucasian,Graduate School,Illinois,Female,Very Liberal
10/3/20 18:03,Don't Know/Not sure,No,Yes,Yes,Hospital I work at,.,.,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,42,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Conservative
10/3/20 18:03,Don't Know/Not sure,No,No,Yes,Primary Care Doctor,Yes,Yes,.,Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Neutral,76,White or Caucasian,"High school graduate, GED",Texas,Female,Somewhat Conservative
10/3/20 18:07,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't like needles and shots, Have a health condition or allergies that prevent vaccination",Agree,Stongly Agree,Agree,Agree,44,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Liberal
10/3/20 18:10,Yes,No,No,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Agree,Disagree,24,White or Caucasian,Graduate School,Illinois,Male,Somewhat Liberal
10/3/20 18:30,Yes,No,Yes,No,Local Health Department,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Disagree,Stongly Agree,Neutral,Neutral,21,White or Caucasian,Bachelor's Degree,Alabama,Male,Very Liberal
10/3/20 18:36,Yes,No,Yes,Don't know/Not sure,Urgent Care,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Stongly Agree,Agree,Neutral,21,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Very Liberal
10/3/20 18:52,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Stongly Agree,Neutral,Neutral,20,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Mixed
10/3/20 18:54,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Agree,Agree,Neutral,43,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/3/20 19:23,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Agree,51,White or Caucasian,Graduate School,Missouri,Female,Mixed
10/3/20 19:28,No,No,No,No,Primary Care Doctor,No,No,.,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Disagree,Neutral,Strongly Disagree,Strongly agree,32,Prefer not to answer,Some college/Associate's Degree,Pennsylvania,Prefer Not to Answer,Prefer not to answer
10/3/20 19:31,Yes,No,Yes,Yes,At work ,No,Yes,Medical publications,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Strongly disagree,44,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 19:33,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Neutral,20,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Very Liberal
10/3/20 19:52,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,Yes,Yes,Local News Station,Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Agree,Agree,57,White or Caucasian,Graduate School,Missouri,Female,Somewhat Conservative
10/3/20 19:52,Don't Know/Not sure,No,No,No,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Neutral,Agree,Neutral,Neutral,40,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Prefer not to answer
10/3/20 19:53,Yes,No,No,Yes,Primary Care Doctor,No,Yes,County and state health department Covid dashboard ,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Agree,Agree,Disagree,53,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 19:53,No,No,Yes,Yes,Primary Care Doctor,No,Yes,County health department ,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,45,White or Caucasian,Bachelor's Degree,Michigan,Female,Very Liberal
10/3/20 19:54,Don't Know/Not sure,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Disagree,Agree,Neutral,Neutral,56,White or Caucasian,"High school graduate, GED",Missouri,Female,Prefer not to answer
10/3/20 19:58,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Strongly agree,56,White or Caucasian,Graduate School,Missouri,Male,Somewhat Conservative
10/3/20 20:04,Yes,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Stongly Agree,Neutral,Neutral,24,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/3/20 20:22,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,40,White or Caucasian,Graduate School,Illinois,Female,Very Liberal
10/3/20 20:22,No,No,Yes,No,Primary Care Doctor,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Strongly Disagree,Strongly agree,37,White or Caucasian,"High school graduate, GED",.,Female,Somewhat Conservative
10/3/20 20:36,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",.,Agree,Stongly Agree,Agree,Disagree,28,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 20:55,Yes,No,Yes,Yes,Urgent Care,No,Yes,Health experts ,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Neutral,57,White or Caucasian,Graduate School,Missouri,Male,Mixed
10/3/20 21:05,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,CDC,Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Disagree,Neutral,45,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/3/20 21:21,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Agree,Neutral,Disagree,49,White or Caucasian,Bachelor's Degree,Illinois,Female,Very Liberal
10/3/20 22:03,Yes,No,Yes,No,Local Health Department,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Have a health condition or allergies that prevent vaccination,Stongly Agree,Stongly Agree,Agree,Neutral,20,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Very Liberal
10/3/20 22:05,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Don't believe the vaccine will work",Agree,Stongly Agree,Neutral,Neutral,26,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/3/20 22:10,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,Radio/Podcasts,Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Agree,Strongly agree,43,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Somewhat Liberal
10/3/20 22:39,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Disagree,Stongly Agree,Neutral,Disagree,20,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Somewhat Liberal
10/3/20 22:41,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,20,White or Caucasian,"High school graduate, GED",Alabama,Female,Somewhat Liberal
10/3/20 22:49,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Disagree,Stongly Agree,Agree,Neutral,73,White or Caucasian,Some college/Associate's Degree,Pennsylvania,Female,Very Conservative
10/3/20 23:18,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,All of the above,"Safety concerns with the vaccine/side effects, Have a health condition or allergies that prevent vaccination",Stongly Agree,Stongly Agree,Neutral,Neutral,33,Black or African American,Some college/Associate's Degree,Georgia,Male,Mixed
10/4/20 0:20,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Have a health condition or allergies that prevent vaccination",Agree,Stongly Agree,Agree,Neutral,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/4/20 2:27,No,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,Work. I work in nursing!,"Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Stongly Agree,Stongly Agree,Strongly Disagree,Strongly agree,30,White or Caucasian,"High school graduate, GED",Missouri,Female,Prefer not to answer
10/4/20 3:06,Yes,No,Yes,Yes,Work ,No,Yes,Work,"Safety concerns with the vaccine/side effects, I have no choice in the medical field and it does concern me ",Agree,Stongly Agree,Disagree,Agree,50,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/4/20 5:41,Don't Know/Not sure,No,Yes,No,Urgent Care,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Stongly Agree,Neutral,Disagree,22,Hispanic or Latinx,Bachelor's Degree,Illinois,Female,Very Liberal
10/4/20 7:07,No,No,Yes,No,Primary Care Doctor,Yes,Yes,Local News Station,Safety concerns with the vaccine/side effects,Agree,Agree,Disagree,Neutral,50,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Conservative
10/4/20 7:38,Yes,No,Yes,Yes,Work health fairs,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Strongly disagree,30,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/4/20 7:40,Yes,No,Yes,Yes,work (medical school),No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Disagree,30,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/4/20 8:50,Yes,No,No,Yes,Primary Care Doctor,No,Yes,CDC ,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Disagree,.,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/4/20 8:52,Don't Know/Not sure,No,No,No,Primary Care Doctor,No,Yes,Radio/Podcasts,Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Neutral,30,White or Caucasian,Bachelor's Degree,Missouri,Female,Prefer not to answer
10/4/20 8:57,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Stongly Disagree,Stongly Disagree,Neutral,Neutral,74,White or Caucasian,"High school graduate, GED",Missouri,Female,Very Liberal
10/4/20 9:20,Yes,No,Yes,No,Not Applicable,Don't know/Not sure,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Don't like needles and shots",Stongly Agree,Stongly Agree,Neutral,Neutral,27,White or Caucasian,Graduate School,Michigan,Gender Variant/Non-Conforming,Very Liberal
10/4/20 9:23,Yes,No,Yes,No,Primary Care Doctor,No,Yes,CDC,Cost of the Vaccine,Agree,Stongly Agree,Agree,Disagree,27,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/4/20 9:24,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Stongly Agree,Agree,Neutral,51,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/4/20 10:39,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Agree,Neutral,Agree,22,White or Caucasian,Graduate School,Alabama,Female,Mixed
10/4/20 11:14,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Disagree,24,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Somewhat Liberal
10/4/20 11:37,Yes,No,Yes,Yes,Depends - sometimes urgent care and sometimes pharmacy,No,Yes,"Some social media, but also through work (i work in healthcare)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, I want the best vaccine, not the first vaccine",Neutral,Agree,Strongly Agree,Neutral,23,White or Caucasian,Bachelor's Degree,Alabama,Female,Mixed
10/4/20 11:40,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Neutral,Disagree,23,White or Caucasian,Bachelor's Degree,Alabama,Male,Somewhat Liberal
10/4/20 11:51,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Agree,Agree,Neutral,21,"Black or African American, Hispanic or Latinx",Bachelor's Degree,Kansas,Female,Very Liberal
10/4/20 12:26,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Neutral,Stongly Agree,Strongly Disagree,Agree,22,White or Caucasian,Bachelor's Degree,Alabama,Female,Mixed
10/4/20 12:39,Yes,No,Don't know/Not sure,Yes,free flu shot clinics through my university,No,Yes,Newspaper,"I would worry a little bit about the sped-up trials depending on how fast it comes out, but I would still get the vaccine. ",Neutral,Stongly Agree,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,New York,Female,Very Liberal
10/4/20 12:49,Yes,No,No,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work, This is for early stage vaccines! Once proven effective, I would get one, but I think that we will still have to follow social distancing guidelines for awhile so the vaccine is not a perfect solution. ",Neutral,Stongly Agree,Disagree,Agree,22,White or Caucasian,Graduate School,Florida,Female,Very Liberal
10/4/20 12:54,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Foreign government websites,"Cost of the Vaccine, Don't believe the vaccine will work",Agree,Stongly Agree,Neutral,Disagree,23,White or Caucasian,Bachelor's Degree,Oregon,Female,Somewhat Liberal
10/4/20 13:30,Yes,No,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, Makes me concerned if the vaccine doesn’t have a long enough trial period/research because I don’t want to get sick from it",Stongly Agree,Stongly Agree,Agree,Agree,21,White or Caucasian,Some college/Associate's Degree,Florida,Female,Somewhat Liberal
10/4/20 16:03,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Neutral,Disagree,33,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/4/20 16:17,Yes,No,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Stongly Disagree,Neutral,Disagree,33,White or Caucasian,Bachelor's Degree,Texas,Female,Very Liberal
10/4/20 17:31,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Don't know/Not sure,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Stongly Agree,Stongly Agree,Disagree,Agree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/4/20 18:15,No,No,Yes,No,Primary Care Doctor,No,No,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Agree,Neutral,Neutral,44,White or Caucasian,"High school graduate, GED",Missouri,Female,Mixed
10/4/20 18:46,Yes,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Stongly Agree,Stongly Agree,Agree,Agree,27,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/4/20 19:04,Yes,No,No,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Don't believe the vaccine will work,Agree,Stongly Disagree,Disagree,Agree,22,White or Caucasian,Bachelor's Degree,Massachusetts,Female,Very Liberal
10/4/20 19:46,Don't Know/Not sure,No,No,No,Not Applicable,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,21,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Somewhat Liberal
10/4/20 20:50,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,51,White or Caucasian,Graduate School,Kansas,Female,Somewhat Conservative
10/4/20 21:19,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Disagree,Agree,23,White or Caucasian,Bachelor's Degree,Texas,Female,Somewhat Conservative
10/4/20 21:22,No,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Agree,22,White or Caucasian,Graduate School,Missouri,Female,Prefer not to answer
10/4/20 21:22,Don't Know/Not sure,No,Yes,Yes,My job provides them ,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Agree,Stongly Agree,Strongly Disagree,Strongly agree,36,White or Caucasian,Some college/Associate's Degree,Texas,Female,Mixed
10/4/20 21:35,No,No,No,No,Not Applicable,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Disagree,Stongly Disagree,Disagree,Strongly disagree,20,White or Caucasian,"High school graduate, GED",Missouri,Female,Prefer not to answer
10/4/20 21:52,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine, Don't like needles and shots",Neutral,Stongly Agree,Neutral,Agree,20,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Liberal
10/4/20 21:54,Yes,No,Yes,Yes,Urgent Care,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Strongly agree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
